molecule_chembl_id,standard_value,canonical_smiles
CHEMBL439319,4.8,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3ncnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
CHEMBL219410,3.3,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@H](n3cnnn3)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
CHEMBL404630,20000.0,Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl
CHEMBL272197,14000.0,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CC
CHEMBL270039,1800.0,COC[C@H]1OC(=O)/C(=C/N2CCCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL260313,960.0,COC[C@H]1OC(=O)/C(=C/N2CCC(=O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL411950,831.0,COC[C@H]1OC(=O)/C(=C/N2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL405230,568.0,COC[C@H]1OC(=O)/C(=C/N2CCC(N3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL410071,822.0,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)O)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL273038,1690.0,COC[C@H]1OC(=O)/C(=C/N2CCC(C(=O)OC)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL270553,2450.0,COC[C@H]1OC(=O)/C(=C/N2CCC(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL408074,1200.0,COC[C@H]1OC(=O)/C(=C/N2CCN(CCCN3CCOCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271982,619.0,COC[C@H]1OC(=O)/C(=C/N2CCN(CCN3CCOCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271780,249.0,COC[C@H]1OC(=O)/C(=C/N2CCN(CCCN(C)C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL410637,829.0,COC[C@H]1OC(=O)/C(=C/N2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271184,692.0,COC[C@H]1OC(=O)/C(=C/N2CCN(c3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL406237,890.0,COC[C@H]1OC(=O)/C(=C/N2CCN(Cc3ccccc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271544,820.0,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCCCC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271430,961.0,COC[C@H]1OC(=O)/C(=C/N2CCN(C3CCN(C)CC3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL405157,1690.0,COC[C@H]1OC(=O)/C(=C/N(CCC#N)Cc2ccccc2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL409620,1870.0,COC[C@H]1OC(=O)/C(=C/N(C)CC(O)CO)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL412076,18700.0,COC[C@H]1OC(=O)/C(=C/N(CCO)CCO)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL272593,12600.0,COC[C@H]1OC(=O)/C(=C/N(C)CCCC(=O)O)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL272281,13900.0,COC[C@H]1OC(=O)/C(=C/N(C)CC(=O)OC(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271413,1210.0,COC[C@H]1OC(=O)/C(=C/N(C)C2CCN(C)C2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL405258,1350.0,COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCN(c3ccc(OC)cc3)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL407215,2290.0,COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCOCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL407214,2330.0,COC[C@H]1OC(=O)/C(=C/N(C)CCCN2CCN(C)CC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL272595,3560.0,COC[C@H]1OC(=O)/C(=C/N(CCCN(C)C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL429577,1480.0,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCN(CC)CC
CHEMBL409671,767.0,CCN(CC)CCN(C)/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12
CHEMBL272897,3570.0,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCCN(C)C
CHEMBL272898,878.0,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CCN(C)C
CHEMBL409427,1470.0,COC[C@H]1OC(=O)/C(=C/N(C)CCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271257,5600.0,COC[C@H]1OC(=O)/C(=C/N(CCN(C)C)Cc2ccccc2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL272816,816.0,COC[C@H]1OC(=O)/C(=C/N(CCCN(C)C)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL410644,20000.0,COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL409294,20000.0,COC[C@H]1OC(=O)/C(=C/NCCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL410643,2920.0,COC[C@H]1OC(=O)/C(=C/N(C)CCCN(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL411907,3100.0,C=CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)C(=O)CC[C@@H]12)CC=C
CHEMBL273832,193.0,COC[C@H]1OC(=O)c2coc3c2[C@@]1(C)C1=C(C3=O)[C@@H]2CC[C@H](O)[C@@]2(C)C[C@H]1OC(C)=O
CHEMBL428873,20000.0,COC[C@H]1OC(=O)/C(=C/N2CCCC2)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL409251,8700.0,CCCCN(C)/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12
CHEMBL272190,20000.0,COC[C@H]1OC(=O)/C(=C/NC(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL270746,6500.0,COC[C@H]1OC(=O)/C(=C/N(C)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271190,28600.0,COC[C@H]1OC(=O)/C(=C/N(CCO)C(C)(C)C)C2=C(O)C(=O)C3=C([C@H](OC(C)=O)C[C@]4(C)[C@@H](O)CC[C@@H]34)[C@]21C
CHEMBL271191,20000.0,CCN/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](OC(C)=O)C[C@]2(C)[C@@H](O)CC[C@@H]12
CHEMBL406655,20000.0,CCN(/C=C1/C(=O)O[C@H](COC)[C@@]2(C)C1=C(O)C(=O)C1=C2[C@H](O)C[C@]2(C)[C@@H](O)CC[C@@H]12)CC
CHEMBL478980,100000.0,O=C(c1ccccc1)c1ccc(N2CCOCC2)cc1O
CHEMBL525042,10.0,CO[C@H]1[C@@H](O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](c2c[nH]c3c(C)cccc23)C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)C[C@H](O)[C@H](C)/C=C(\C)[C@H]1O
CHEMBL503885,5.0,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)[C@@H](c3cccc4c(C)c[nH]c34)C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)CC[C@H]1O
CHEMBL504547,18000.0,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1
CHEMBL489058,30000.0,CCN1CCN(CC/C=C/c2ccc3c(Nc4ccc(Sc5nccn5C)c(Cl)c4)c(C#N)cnc3c2)CC1
CHEMBL469202,15000.0,Cc1ccc(-c2ccc3c(c2)N(c2nc4c(s2)C(=O)NC(C)(C)C4)CCO3)cn1
CHEMBL550286,9.6,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)c1
CHEMBL561844,7.0,CC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1
CHEMBL557895,2450.0,CC(=O)Nc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1
CHEMBL561103,4.6,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1
CHEMBL562165,46.0,CCOC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1
CHEMBL552532,1.5,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1)OCCO
CHEMBL551440,0.38,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1
CHEMBL551442,1.4,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)cc1
CHEMBL550972,0.52,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1
CHEMBL564099,22.0,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C)CC4)c3n2)cc1
CHEMBL562365,2.1,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(C)=O)CC4)c3n2)cc1
CHEMBL558288,2.0,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)NC)CC4)c3n2)cc1
CHEMBL562439,1.1,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)N(C)C)CC4)c3n2)cc1
CHEMBL563985,0.46,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL540695,0.83,O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)c5cccnc5)CC4)c3n2)cc1
CHEMBL561708,4.3,COC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL564404,1.0,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)OCCO)cc4)nc32)CC1
CHEMBL558486,0.32,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL561907,0.61,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1
CHEMBL562999,0.45,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1
CHEMBL538378,0.2,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1
CHEMBL557963,0.3,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1
CHEMBL556947,0.34,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(N6CCN(C)CC6)cc5)cc4)nc32)CC1
CHEMBL558955,0.08,COC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(CO)cc5)cc4)nc32)CC1
CHEMBL565061,10000.0,CCOC(=O)c1cnn2c(-c3cccc(NC(=O)c4cccc(C(F)(F)F)c4)c3)ccnc12
CHEMBL584362,215.0,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCNCC4)c3n2)c1
CHEMBL572956,49.0,CC(=O)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1
CHEMBL575710,4.0,O=C(c1ccccc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1
CHEMBL575501,6.0,O=C(c1cccnc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4cccc(O)c4)nc32)CC1
CHEMBL574207,78.0,Oc1cccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)c1
CHEMBL574672,1265.0,Oc1ccccc1-c1nc(N2CCOCC2)c2cnn(C3CCN(Cc4ccccc4)CC3)c2n1
CHEMBL574193,170.0,Oc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5ccccc5)CC4)c3n2)cc1
CHEMBL575935,695.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccnc5)nc43)CC2)cc1
CHEMBL574405,7300.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccncc5)nc43)CC2)cc1
CHEMBL574211,120.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cnc6ccccc6c5)nc43)CC2)cc1
CHEMBL575929,5950.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6ncccc6c5)nc43)CC2)cc1
CHEMBL578661,190.0,O=c1[nH]c2ccc(-c3nc(N4CCOCC4)c4cnn(C5CCN(Cc6ccccc6)CC5)c4n3)cc2[nH]1
CHEMBL586051,130.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cc6ccccc6[nH]5)nc43)CC2)cc1
CHEMBL578453,145.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccc6[nH]ccc56)nc43)CC2)cc1
CHEMBL572830,88.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)cc1
CHEMBL574641,230.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6cc[nH]c6c5)nc43)CC2)cc1
CHEMBL582922,380.0,c1ccc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5cccc6cc[nH]c56)nc43)CC2)cc1
CHEMBL576543,575.0,Cn1ccc2cccc(-c3nc(N4CCOCC4)c4cnn(C5CCN(Cc6ccccc6)CC5)c4n3)c21
CHEMBL573178,170.0,c1cc2cc(-c3nc(N4CCOCC4)c4cnn(C5CCNCC5)c4n3)ccc2[nH]1
CHEMBL583194,9.0,c1cncc(CN2CCC(n3ncc4c(N5CCOCC5)nc(-c5ccc6[nH]ccc6c5)nc43)CC2)c1
CHEMBL576768,4.0,O=C(c1cccnc1)N1CCC(n2ncc3c(N4CCOCC4)nc(-c4ccc5[nH]ccc5c4)nc32)CC1
CHEMBL568259,0.22,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL573157,0.11,COC(=O)N1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1
CHEMBL580212,0.48,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1
CHEMBL574905,0.23,O=C(NCCF)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL575976,0.19,O=C(Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1
CHEMBL577137,0.2,CCNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL573202,0.16,COC(=O)N1CCC(n2ncc3c(N4C5CCC4COC5)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1
CHEMBL567607,0.87,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@H]3C)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1
CHEMBL574680,0.23,O=C(Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1
CHEMBL567172,0.2,O=C(Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1
CHEMBL567822,0.56,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL578645,0.17,CCNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1
CHEMBL574012,0.22,CNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL573171,0.62,COC(=O)N1CCC(n2ncc3c(N4CCOC(C)C4)nc(-c4ccc(NC(=O)Nc5cccnc5)cc4)nc32)CC1
CHEMBL573663,0.28,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1
CHEMBL574234,0.6,O=C(NCCF)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL575576,0.62,CCNC(=O)Nc1ccc(-c2nc(N3C4CCC3COC4)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL572500,1.8,CCNC(=O)Nc1ccc(-c2nc(N3CCOC[C@@H]3C)c3cnn(C4CCN(C(=O)OCC)CC4)c3n2)cc1
CHEMBL573662,0.58,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@@H]4C)nc(-c4ccc(NC(=O)Nc5ccncc5)cc4)nc32)CC1
CHEMBL572932,1.0,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL572944,0.5,CNC(=O)Nc1ccc(-c2nc(N3CC4CCC(C3)O4)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL583874,0.62,COC(=O)N1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(-c4ccc(NC(=O)NC5CC5)cc4)nc32)CC1
CHEMBL575989,1.2,O=C(Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1
CHEMBL572679,1.2,CCOC(=O)N1CCC(n2ncc3c(N4CCOC[C@H]4C)nc(-c4ccc(NC(=O)NCCF)cc4)nc32)CC1
CHEMBL576143,2.3,CNC(=O)Nc1ccc(-c2nc(N3CCOC(C)C3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL566087,5.5,CNC(=O)Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1
CHEMBL575539,1.9,O=C(Nc1ccc(-c2nc(N3C[C@@H]4C[C@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)NC1CC1
CHEMBL576937,1.9,CCNC(=O)Nc1ccc(-c2nc(N3CCOC(C)C3)c3cnn(C4CCN(C(=O)OC)CC4)c3n2)cc1
CHEMBL575130,17.0,O=C(Nc1ccc(-c2nc(N3C[C@H]4C[C@@H]3CO4)c3cnn(CC(F)(F)F)c3n2)cc1)Nc1cccnc1
