molecule_chembl_id,standard_value,canonical_smiles
CHEMBL329367,100000.0,CN(C)c1ccc(/C=C2\C(=O)Nc3cc(F)ccc32)cc1
CHEMBL313259,100000.0,O=C1Nc2ccccc2/C1=C/c1ccc(C(=O)O)cc1
CHEMBL431025,100000.0,O=C1Nc2ccc(Cl)cc2/C1=C/c1ccc[nH]1
CHEMBL316020,100000.0,Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C
CHEMBL87324,100000.0,Cc1cc(C)c(/C=C2\C(=O)Nc3cc(F)ccc32)[nH]1
CHEMBL89697,100000.0,Cc1ccc(/C=C2/C(=O)Nc3ccccc32)o1
CHEMBL101683,10000.0,O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1
CHEMBL101253,10000.0,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
CHEMBL153843,10000.0,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccc1NCc1ccncc1
CHEMBL24828,10000.0,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
CHEMBL75232,10000.0,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1.O=C(O)CCC(=O)O
CHEMBL347537,64000.0,O=C(Nc1cccc(-c2cncc3ccccc23)c1)c1ccccc1NCc1ccncc1
CHEMBL2111784,10000.0,C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1
CHEMBL120185,10000.0,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1
CHEMBL121405,10000.0,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1
CHEMBL118258,10000.0,CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1
CHEMBL43689,72800.0,N#C/C(=C\c1ccc(O)cc1)c1ccccn1
CHEMBL39295,2900.0,COc1cc(/C=C(\C#N)c2ccccn2)ccc1O
CHEMBL43417,39100.0,N#C/C(=C\c1ccc(Oc2ccccc2)c(I)c1)c1ccccn1
CHEMBL104466,10000.0,COc1cc2ncc(N[C@H]3CC[C@H](O)CC3)nc2cc1OC
CHEMBL195218,25000.0,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCCCS(C)(=O)=O)c(C(C)C)c23)c(F)cc1F
CHEMBL370266,25000.0,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F
CHEMBL365318,25000.0,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C)o4)c(C(C)C)c23)c(F)cc1F
CHEMBL194498,25000.0,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C(F)F)o4)c(C(C)C)c23)c(F)cc1F
CHEMBL195903,25000.0,CONC(=O)c1cc(Nc2ncnn3cc(-c4nnc(C(F)(F)S(C)(=O)=O)o4)c(C(C)C)c23)c(F)cc1F
CHEMBL412367,25000.0,CCc1c(NC(=O)OCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12
CHEMBL231306,180.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL401930,100.0,Cc1cc(N2CCOCC2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL383172,50000.0,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc(NC2CCCC2)c1C#N
CHEMBL199723,7000.0,CN1CCN(CCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1
CHEMBL381738,20000.0,CN1CCN(CCCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1
CHEMBL370800,20000.0,CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1
CHEMBL436509,15000.0,CN1CCN(c2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1
CHEMBL201307,13000.0,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN1CCC(CO)CC1
CHEMBL377734,25000.0,O=C(NC1CC1)c1cc(NCc2cnc(Nc3ccccn3)s2)c(F)cc1F
CHEMBL386760,25000.0,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1
CHEMBL215803,1000.0,C[C@@H]1C[C@H]2CN1CCn1nc3c(cccc3c1O)-c1nc3c(cccc3nc1O)O2
CHEMBL201511,9900.0,COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC
CHEMBL373882,927.0,CNc1ncnc(-c2cccnc2Oc2ccc(F)c(C(=O)Nc3cc(C(F)(F)F)ccc3N(C)CCCN(C)C)c2)n1
CHEMBL1421,50000.0,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
CHEMBL228043,500000.0,C/C(O)=C(\C#N)C(=O)Nc1cc(Br)ccc1Br
CHEMBL231305,470.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4cccc(F)c4)cc[nH]c3=O)nc12
CHEMBL396482,3500.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3ccc[nH]c3=O)nc12
CHEMBL389605,140.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NC[C@@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL231311,790.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(C)c4cccc(Br)c4)cc[nH]c3=O)nc12
CHEMBL231213,3630.0,COC(CNc1cc[nH]c(=O)c1-c1nc2c(C)cc(-n3ccnc3)cc2[nH]1)c1cccc(Cl)c1
CHEMBL425995,25000.0,CCCOc1ccc(C(O)CNc2cc[nH]c(=O)c2-c2nc3c(C)cc(-n4ccnc4)cc3[nH]2)cc1Cl
CHEMBL390198,150.0,COc1ccc(C(O)CNc2cc[nH]c(=O)c2-c2nc3c(C)cc(-n4ccnc4)cc3[nH]2)cc1Cl
CHEMBL231212,160.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4ccc(F)c(Cl)c4)cc[nH]c3=O)nc12
CHEMBL231112,470.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4ccc(Cl)c(Cl)c4)cc[nH]c3=O)nc12
CHEMBL387824,250.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4cc(Cl)cc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL231110,520.0,COc1ccc(C(O)CNc2cc[nH]c(=O)c2-c2nc3c(C)cc(-n4ccnc4)cc3[nH]2)cc1
CHEMBL231004,350.0,Cc1ccc(C(O)CNc2cc[nH]c(=O)c2-c2nc3c(C)cc(-n4ccnc4)cc3[nH]2)cc1
CHEMBL387823,1200.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4ccc(NS(C)(=O)=O)cc4)cc[nH]c3=O)nc12
CHEMBL231003,710.0,COc1cccc(C(O)CNc2cc[nH]c(=O)c2-c2nc3c(C)cc(-n4ccnc4)cc3[nH]2)c1
CHEMBL231002,530.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4cccc(C(F)(F)F)c4)cc[nH]c3=O)nc12
CHEMBL230902,340.0,Cc1cccc(C(O)CNc2cc[nH]c(=O)c2-c2nc3c(C)cc(-n4ccnc4)cc3[nH]2)c1
CHEMBL388206,300.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4cccc(NS(C)(=O)=O)c4)cc[nH]c3=O)nc12
CHEMBL231407,240.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4cccc(C#N)c4)cc[nH]c3=O)nc12
CHEMBL387610,190.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4cccc(O)c4)cc[nH]c3=O)nc12
CHEMBL231307,140.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4cccc(Br)c4)cc[nH]c3=O)nc12
CHEMBL269747,1590.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4ccccc4NS(C)(=O)=O)cc[nH]c3=O)nc12
CHEMBL387794,800.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4ccccc4Cl)cc[nH]c3=O)nc12
CHEMBL396727,720.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCC(O)c4ccccc4)cc[nH]c3=O)nc12
CHEMBL263800,3050.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCCc4ccccc4)cc[nH]c3=O)nc12
CHEMBL410158,3000.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NCCO)cc[nH]c3=O)nc12
CHEMBL425303,440.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(NC[C@H](O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL397666,390.0,Cc1cc(-n2ccnc2)cc2nc(-c3c(NCc4ccccn4)cc[nH]c3=O)[nH]c12
CHEMBL231620,140.0,Cc1cnc(-c2cc(C)c3nc(-c4c(NCC(O)c5cccc(Cl)c5)cc[nH]c4=O)[nH]c3c2)[nH]1
CHEMBL425819,170.0,CNC(=N)c1cc(C)c2nc(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)[nH]c2c1
CHEMBL230043,68.0,Cc1cc(C2=NCCCN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL230042,46.0,Cc1cc(C2=NC(C)(C)CN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL390002,54.0,Cc1cc(C2=NC(C)CN2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL387611,93.0,Cc1cc(C2=NCCN2C)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL231610,2500.0,Cc1cc(C(=O)NC2CCCCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL231609,1300.0,Cc1cc(C(=O)NC2CCCC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL231510,270.0,Cc1cc(C(=O)NC2CC2)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL231509,550.0,Cc1cc(C(=O)N(C)C)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL231409,180.0,CNC(=O)c1cc(C)c2nc(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)[nH]c2c1
CHEMBL230412,180.0,Cc1cc(C(N)=O)cc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL230309,770.0,Cc1cccc2[nH]c(-c3c(NCC(O)c4cccc(Cl)c4)cc[nH]c3=O)nc12
CHEMBL440964,4000.0,COc1ccc(-c2cc(C)c3nc(-c4c(N[C@H](CO)Cc5ccccc5)cc[nH]c4=O)[nH]c3c2)cc1
CHEMBL230308,5100.0,Cc1cc(-c2ccc(F)cc2)cc2[nH]c(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)nc12
CHEMBL230205,3100.0,Cc1cc(-c2ccccc2)cc2[nH]c(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)nc12
CHEMBL397667,1400.0,Cc1cc(Br)cc2[nH]c(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)nc12
CHEMBL230204,530.0,Cc1cc(-n2ccnc2)cc2[nH]c(-c3c(N[C@H](CO)Cc4ccccc4)cc[nH]c3=O)nc12
CHEMBL231568,4010.0,CNC(=O)c1cc(Oc2ccc3oc(Nc4ccc(Cl)c(OC[C@@H]5CCCN5C)c4)nc3c2)ccn1
CHEMBL237570,30000.0,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4C)n3C)ccc2c1
CHEMBL396623,10000.0,Nc1nccn2c(C3CCC3)nc(-c3ccccc3)c12
CHEMBL247892,10000.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4cccnc4)c3)c12
CHEMBL397839,1090.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccccn4)c3)c12
CHEMBL437191,10000.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCCN4CCCC4)c3)c12
CHEMBL248493,10000.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCCn4ccnc4)c3)c12
CHEMBL248492,10000.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCCO)c3)c12
CHEMBL248292,6280.0,COCCOc1cccc(-c2nc(C3CCC3)n3ccnc(N)c23)c1
CHEMBL248086,1110.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCC4CCCCC4)c3)c12
CHEMBL391746,2270.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCC4CC4)c3)c12
CHEMBL247072,1050.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OC4CCCCC4)c3)c12
CHEMBL245612,3500.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OC4CCCC4)c3)c12
CHEMBL392339,3310.0,Nc1nccn2c(C3CCC3)nc(-c3ccc(O)c(OCc4ccccc4)c3)c12
CHEMBL392107,1350.0,COc1ccc(-c2nc(C3CCC3)n3ccnc(N)c23)cc1OCc1ccccc1
CHEMBL245408,10000.0,Nc1nccn2c(C3CCC3)nc(-c3ccc(Oc4ccccc4)cc3)c12
CHEMBL398077,10000.0,Nc1nccn2c(C3CCC3)nc(-c3ccc(O)cc3)c12
CHEMBL245407,518.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(O)c3)c12
CHEMBL248472,1970.0,Nc1nccn2c(C3CCC3)nc(-c3ccc(OCc4ccccc4)cc3)c12
CHEMBL392106,606.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccccc4)c3)c12
CHEMBL248471,10000.0,COc1ccc(-c2nc(C3CCC3)n3ccnc(N)c23)cc1
CHEMBL397638,10000.0,COc1cccc(-c2nc(C3CCC3)n3ccnc(N)c23)c1
CHEMBL248092,224.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccccc4F)c3)c12
CHEMBL391868,554.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1C[C@@H](C(N)=O)C1
CHEMBL393517,526.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1C[C@H](C(N)=O)C1
CHEMBL239360,265.0,CN(C[C@H]1C[C@@H](C2=NC(c3cccc(OCc4ccccc4)c3)C3C(N)=NC=CN23)C1)N1CCNCC1
CHEMBL240613,220.0,CC(C)NC[C@H]1C[C@@H](c2nc(-c3cccc(OCc4ccccc4)c3)c3c(N)nccn32)C1
CHEMBL393314,148.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1C[C@@H](CN2CCOCC2)C1
CHEMBL393313,237.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1C[C@@H](CN2CCCCC2)C1
CHEMBL401429,166.0,CN(C)C[C@H]1C[C@@H](c2nc(-c3cccc(OCc4ccccc4)c3)c3c(N)nccn32)C1
CHEMBL392788,60.0,NC[C@H]1C[C@@H](c2nc(-c3cccc(OCc4ccccc4)c3)c3c(N)nccn32)C1
CHEMBL239985,89.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1C[C@@H](CN2CCCC2)C1
CHEMBL437558,116.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1C[C@H](CN2CCCC2)C1
CHEMBL392082,91.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@H](CN2CCOCC2)CC1
CHEMBL394155,103.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@H](CN2CCCC2)CC1
CHEMBL240035,81.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@H](CN2CCC2)CC1
CHEMBL240034,115.0,CCN(CC)C[C@H]1CC[C@H](c2nc(-c3cccc(OCc4ccccc4)c3)c3c(N)nccn32)CC1
CHEMBL394154,228.0,NC[C@H]1CC[C@@H](c2nc(-c3cccc(OCc4ccccc4)c3)c3c(N)nccn32)CC1
CHEMBL392284,119.0,NC[C@H]1CC[C@H](c2nc(-c3cccc(OCc4ccccc4)c3)c3c(N)nccn32)CC1
CHEMBL241474,1390.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@H](C(=O)NCc2ccccc2)CC1
CHEMBL241292,1300.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@H](C(=O)Nc2ccccc2)CC1
CHEMBL394136,3400.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@H](C(=O)N2CCCCC2)CC1
CHEMBL241291,1820.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@H](C(=O)N2CCCC2)CC1
CHEMBL429097,105.0,CNC(=O)[C@H]1CC[C@H](c2nc(-c3cccc(OCc4ccccc4)c3)c3c(N)nccn32)CC1
CHEMBL241113,775.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@@H](C(N)=O)CC1
CHEMBL394135,221.0,Nc1nccn2c1c(-c1cccc(OCc3ccccc3)c1)nc2[C@H]1CC[C@H](C(N)=O)CC1
CHEMBL240885,10000.0,Nc1nccn2c(-c3ccc4ccccc4c3)nc(-c3cccc(OCc4ccccc4)c3)c12
CHEMBL393945,10000.0,Nc1nccn2c(-c3cccc4ccccc34)nc(-c3cccc(OCc4ccccc4)c3)c12
CHEMBL240884,1680.0,Nc1nccn2c(-c3ccccc3)nc(-c3cccc(OCc4ccccc4)c3)c12
CHEMBL392282,3790.0,Nc1nccn2c(C3CCCCCC3)nc(-c3cccc(OCc4ccccc4)c3)c12
CHEMBL392968,3510.0,Nc1nccn2c(C3CCCCC3)nc(-c3cccc(OCc4ccccc4)c3)c12
CHEMBL240672,1050.0,Nc1nccn2c(C3CCCC3)nc(-c3cccc(OCc4ccccc4)c3)c12
CHEMBL240671,10000.0,Nc1nccn2cnc(-c3cccc(OCc4ccccc4)c3)c12
CHEMBL240670,10000.0,CC(=O)Nc1cccc(COc2cccc(-c3nc(C4CCC4)n4ccnc(N)c34)c2)c1
CHEMBL392768,10000.0,NC(=O)Cc1cccc(COc2cccc(-c3nc(C4CCC4)n4ccnc(N)c34)c2)c1
CHEMBL241528,248.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4c(F)cccc4Cl)c3)c12
CHEMBL239380,1670.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4c(Cl)cccc4Cl)c3)c12
CHEMBL398597,1350.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4cc(F)cc(F)c4)c3)c12
CHEMBL398596,215.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4c(F)cccc4F)c3)c12
CHEMBL241526,329.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4cc(F)ccc4F)c3)c12
CHEMBL398399,4480.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccc(F)c(F)c4)c3)c12
CHEMBL239377,898.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4cccc(F)c4F)c3)c12
CHEMBL239376,10000.0,N#Cc1ccc(COc2cccc(-c3nc(C4CCC4)n4ccnc(N)c34)c2)cc1
CHEMBL400621,10000.0,N#Cc1ccccc1COc1cccc(-c2nc(C3CCC3)n3ccnc(N)c23)c1
CHEMBL240893,2820.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccc(OC(F)F)cc4)c3)c12
CHEMBL240435,5780.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4cccc(OC(F)F)c4)c3)c12
CHEMBL399192,3280.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccccc4OC(F)F)c3)c12
CHEMBL241683,980.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccc(Cl)cc4)c3)c12
CHEMBL398082,2120.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4cccc(Cl)c4)c3)c12
CHEMBL245445,343.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccccc4Cl)c3)c12
CHEMBL394998,1230.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4ccc(F)cc4)c3)c12
CHEMBL248093,510.0,Nc1nccn2c(C3CCC3)nc(-c3cccc(OCc4cccc(F)c4)c3)c12
